ID||KD_BERITA||PERIHAL_BERITA||DERAJAT||TANGGAL||NAMA_PERWAKILAN
1||B-00007/Yangon/140104||Laporan kehilangan Paspor RI periode Desember 2013||111||2014-01-04 15:38:50||Yangon||
2||B-00006/Beirut/140104||laporan perkembangan lebanon periode 16-22 desember 2013||111||2014-01-04 18:38:57||Beirut||
3||B-00007/Beirut/140104||laporan perkembangan lebanon periode 8-15 desember 2013||111||2014-01-04 18:44:41||Beirut||
4||R-00003/Baghdad/140105||KRISIS DI PROVINSI ANBAR||111||2014-01-05 14:07:33||Baghdad||
5||R-00006/Doha/140105||LAPORAN PERTEMUAN DUBES RI DENGAN MR. AHMAD AL BAKER, CEO QATAR AIRWAYS, DOHA, 1 JANUARI 2014||111||2014-01-05 18:07:14||Doha||
6||R-00004/Amman/140105||Penggagalan Upaya Pengiriman Illegal 6 (Enam) Calon TKI-PLRT ke Suriah/Mesir melalui Amman, Yordania||333||2014-01-05 19:19:05||Amman||
